 Timestamp,Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
11/07/2017 02:34:26,10.42.0.42-23.63.110.181-32808-443-6,10.42.0.42,32808,23.63.110.181,443,6,1375341,14,13,1495,12677,619,0,106.7857143,212.9504018,1448,0,975.1538462,602.0055158,10304.35361,19.63149503,52897.73077,179674.206,925876,2,1375341,105795.4615,249630.3829,925876,6,1242817,103568.0833,291741.8154,1022774,2,0,0,0,0,456,424,10.17929372,9.452201309,0,1448,506.1428571,617.2538774,381002.3492,0,0,0,1,0,0,0,0,0,524.8888889,106.7857143,975.1538462,456,0,0,0,0,0,0,14,1495,13,12677,65535,1013,4,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:34:26,10.42.0.42-23.63.110.181-32810-443-6,10.42.0.42,32810,23.63.110.181,443,6,1375979,39,63,1494,85311,631,0,38.30769231,135.0019793,1448,0,1354.142857,318.5795013,63085.99186,74.12903831,13623.55446,81288.10769,808890,3,1375979,36209.97368,131885.8691,808890,3,1242103,20033.91935,112179.6776,876055,3,0,0,0,0,1256,2024,28.34345582,45.78558248,0,1448,842.7669903,695.9917061,484404.455,0,0,0,1,0,0,0,0,1,851.0294118,38.30769231,1354.142857,1256,0,0,0,0,0,0,39,1494,63,85311,65535,1013,4,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:34:26,10.42.0.42-23.63.110.181-32809-443-6,10.42.0.42,32809,23.63.110.181,443,6,1496823,25,21,2059,23165,619,0,82.36,193.4075748,1448,0,1103.095238,550.057352,16851.69188,30.73175653,33262.73333,141887.3438,952029,3,1496823,62367.625,193375.5539,952029,3,1387293,69364.65,227015.242,1018590,6,0,0,0,0,808,680,16.70204159,14.02971494,0,1448,536.6808511,644.9563553,415968.7003,0,0,0,1,0,0,0,0,0,548.3478261,82.36,1103.095238,808,0,0,0,0,0,0,25,2059,21,23165,65535,1051,5,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:34:27,10.42.0.42-23.63.110.181-32811-443-6,10.42.0.42,32811,23.63.110.181,443,6,20162761,5,6,560,167,517,0,112,227.1662387,144,0,27.83333333,57.64864844,36.05656983,0.545560204,2016276.1,6279872.692,1.99E+07,13,172943,43235.75,44651.72248,90566,322,2.01E+07,4020215,8870991.062,1.99E+07,13,0,0,0,0,168,200,0.247981911,0.297578293,0,517,60.58333333,149.6538177,22396.26515,0,0,0,1,0,0,0,0,1,66.09090909,112,27.83333333,168,0,0,0,0,0,0,5,560,6,167,65535,939,2,32,273905,0,273905,273905,1.99E+07,0,1.99E+07,1.99E+07,1
11/07/2017 02:34:27,10.42.0.42-77.234.44.200-41457-80-6,10.42.0.42,41457,77.234.44.200,80,6,35939278,8,6,740,313,484,0,92.5,180.4106427,313,0,52.16666667,127.7817149,29.29941998,0.389545945,2764559.846,9950630.288,3.59E+07,6,3.59E+07,5134182.571,1.36E+07,3.59E+07,128,28112,5622.4,11710.93789,26563,6,0,0,0,0,264,200,0.222597683,0.166948262,0,484,70.2,151.2647632,22881.02857,0,0,0,1,0,0,0,0,0,75.21428571,92.5,52.16666667,264,0,0,0,0,0,0,8,740,6,313,65535,1,4,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:34:28,172.217.6.195-10.42.0.42-443-52426-17,10.42.0.42,52426,172.217.6.195,443,17,18232817,14,11,9172,1914,1350,23,655.1428571,623.7110841,1350,18,174,395.4807201,608.0245307,1.371154002,759700.7083,3089988.093,1.50E+07,2,1.82E+07,1397667.308,4163931.727,1.50E+07,2,1.82E+07,1818035.9,4744601.536,1.50E+07,8,0,0,0,0,448,352,0.767846241,0.603307761,18,1350,478.3076923,594.5594516,353500.9415,0,0,0,0,0,0,0,0,0,497.44,655.1428571,174,448,0,0,0,0,0,0,14,9172,11,1914,-1,-1,13,32,3191272,0,3191272,3191272,1.50E+07,0,1.50E+07,1.50E+07,1
11/07/2017 02:34:28,172.217.12.206-10.42.0.42-80-41360-6,172.217.12.206,80,10.42.0.42,41360,6,89559,1,1,0,0,0,0,0,0,0,0,0,0,0,22.33164729,89559,0,89559,89559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,11.16582365,11.16582365,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,340,1369,0,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:34:29,173.194.208.188-10.42.0.42-5228-36375-6,10.42.0.42,36375,173.194.208.188,5228,6,60709215,4,4,2120,676,1060,0,530,611.9912853,338,0,169,195.144391,46.05561116,0.131775711,8672745,2.29E+07,6.05E+07,2227,6.07E+07,2.02E+07,3.49E+07,6.05E+07,95997,6.07E+07,2.02E+07,3.49E+07,6.06E+07,43285,1,0,0,0,128,128,0.065887856,0.065887856,0,1060,428.4444444,493.3566436,243400.7778,0,1,0,0,1,0,0,0,1,482,530,169,128,0,0,0,0,0,0,4,2120,4,676,1771,498,1,32,96777,0,96777,96777,6.05E+07,0,6.05E+07,6.05E+07,1
11/07/2017 02:34:36,172.217.6.197-10.42.0.42-443-48998-6,10.42.0.42,48998,172.217.6.197,443,6,36583,1,1,0,0,0,0,0,0,0,0,0,0,0,54.67020201,36583,0,36583,36583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,27.335101,27.335101,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,2495,460,0,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:34:36,5.45.58.30-10.42.0.42-80-41221-6,10.42.0.42,41221,5.45.58.30,80,6,62106874,10,9,2462,1050,733,0,246.2,327.353292,287,0,116.6666667,139.43009,56.54768585,0.305924269,3450381.889,1.44E+07,6.12E+07,915,6.21E+07,6900763.778,2.04E+07,6.12E+07,915,6.19E+07,7743506.375,2.17E+07,6.14E+07,5551,0,0,0,0,328,296,0.161012773,0.144911496,0,733,175.6,254.6312917,64837.09474,0,0,0,1,0,0,0,0,0,184.8421053,246.2,116.6666667,328,0,0,0,0,0,0,10,2462,9,1050,65535,2,4,32,536518,0,536518,536518,6.12E+07,0,6.12E+07,6.12E+07,1
11/07/2017 02:34:37,10.42.0.42-77.234.44.67-44898-80-6,10.42.0.42,44898,77.234.44.67,80,6,54889,5,3,131,495,131,0,26.2,58.58498101,495,0,165,285.7883832,11404.83521,145.7486928,7841.285714,11093.78489,24216,52,54889,13722.25,15514.34442,27200,52,27343,13671.5,18467.5078,26730,613,0,0,0,0,168,104,91.09293301,54.65575981,0,495,69.55555556,165.3194719,27330.52778,0,0,0,1,0,0,0,0,0,78.25,26.2,165,168,0,0,0,0,0,0,5,131,3,495,65535,1,1,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:34:37,10.42.0.42-77.234.44.67-47321-80-6,10.42.0.42,47321,77.234.44.67,80,6,56209,5,3,131,495,131,0,26.2,58.58498101,495,0,165,285.7883832,11137.00653,142.325962,8029.857143,10954.88542,24122,614,56209,14052.25,15442.45959,27807,627,28757,14378.5,19465.94258,28143,614,0,0,0,0,168,104,88.95372627,53.37223576,0,495,69.55555556,165.3194719,27330.52778,0,0,0,1,0,0,0,0,0,78.25,26.2,165,168,0,0,0,0,0,0,5,131,3,495,65535,1,1,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:34:37,10.42.0.42-77.234.44.30-49847-80-6,10.42.0.42,49847,77.234.44.30,80,6,61852442,6,4,1714,574,857,0,285.6666667,442.552897,287,0,143.5,165.6995273,36.99126382,0.161675104,6872493.556,2.06E+07,6.18E+07,2095,6.19E+07,1.24E+07,2.76E+07,6.18E+07,3040,6.18E+07,2.06E+07,3.57E+07,6.18E+07,2220,0,0,0,0,200,136,0.097005062,0.064670042,0,857,208,340.2546105,115773.2,0,0,0,1,0,0,0,0,0,228.8,285.6666667,143.5,200,0,0,0,0,0,0,6,1714,4,574,65535,4,2,32,64568,0,64568,64568,6.18E+07,0,6.18E+07,6.18E+07,1
11/07/2017 02:34:37,172.217.10.78-10.42.0.42-443-43268-17,10.42.0.42,43268,172.217.10.78,443,17,344502,11,11,4290,2944,1350,35,390,518.3919367,1350,26,267.6363636,409.590838,20998.42671,63.86029689,16404.85714,21502.28156,69632,20,344502,34450.2,44964.26218,144864,30,193666,19366.6,24307.81227,63252,20,0,0,0,0,324,360,31.93014845,31.93014845,26,1350,373.2173913,497.4832986,247489.6324,0,0,0,0,0,0,0,0,1,390.1818182,390,267.6363636,324,0,0,0,0,0,0,11,4290,11,2944,-1,-1,10,20,0,0,0,0,0,0,0,0,1
11/07/2017 02:34:37,10.42.0.42-77.234.44.33-50288-80-6,10.42.0.42,50288,77.234.44.33,80,6,24070,1,1,0,0,0,0,0,0,0,0,0,0,0,83.09098463,24070,0,24070,24070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,41.54549231,41.54549231,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,1386,0,0,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:34:37,10.42.0.42-77.234.44.67-47321-80-6,77.234.44.67,80,10.42.0.42,47321,6,10424,1,1,0,0,0,0,0,0,0,0,0,0,0,191.8649271,10424,0,10424,10424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,95.93246355,95.93246355,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,1,1386,0,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:34:37,10.42.0.1-10.42.0.42-53-30206-17,10.42.0.42,30206,10.42.0.1,53,17,48850,1,1,41,169,41,41,41,0,169,169,169,0,4298.874104,40.94165814,48850,0,48850,48850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,20.47082907,20.47082907,41,169,83.66666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,125.5,41,169,32,0,0,0,0,0,0,1,41,1,169,-1,-1,0,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:34:40,172.217.11.8-10.42.0.42-443-55636-6,10.42.0.42,55636,172.217.11.8,443,6,58123,2,1,746,416,746,0,373,527.5016588,416,416,416,0,19992.08575,51.61467921,29061.5,31394.83398,51261,6862,58123,58123,0,58123,58123,0,0,0,0,0,1,0,0,0,64,32,34.40978614,17.20489307,0,746,477,354.0112993,125324,0,1,0,0,1,0,0,0,0,636,373,416,64,0,0,0,0,0,0,2,746,1,416,1419,426,0,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:34:42,172.217.10.42-10.42.0.42-443-48264-6,10.42.0.42,48264,172.217.10.42,443,6,299133,10,9,682,4801,331,0,68.2,119.9766644,1418,0,533.4444444,570.984919,18329.63932,63.51689717,16618.5,27160.9296,85834,8,299133,33237,34114.64128,85834,71,258539,32317.375,48778.38103,128600,8,0,0,0,0,328,296,33.42994588,30.08695129,0,1418,274.15,449.6872919,202218.6605,0,0,0,1,0,0,0,0,0,288.5789474,68.2,533.4444444,328,0,0,0,0,0,0,10,682,9,4801,65535,349,3,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:34:42,172.217.12.176-10.42.0.42-443-43452-6,10.42.0.42,43452,172.217.12.176,443,6,549090,15,12,1872,10725,260,0,124.8,124.9040775,1418,0,893.75,501.7786772,22941.59427,49.17226684,21118.84615,17004.80969,47616,4,549090,39220.71429,22855.41263,77179,1181,472565,42960.45455,35310.48976,123870,4,0,0,0,0,488,392,27.31792602,21.85434082,0,1418,449.8928571,514.2347309,264437.3585,0,0,0,1,0,0,0,0,0,466.5555556,124.8,893.75,488,0,0,0,0,0,0,15,1872,12,10725,65535,390,8,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:34:49,172.217.6.227-10.42.0.42-443-37868-6,10.42.0.42,37868,172.217.6.227,443,6,300702,24,48,605,63821,257,0,25.20833333,71.00457987,1418,0,1329.604167,324.3438378,214251.9837,239.4397111,4235.239437,10691.71445,52394,7,300702,13074,18310.84077,55683,1419,254994,5425.404255,15571.32255,76554,7,0,0,0,0,776,1544,79.81323703,159.6264741,0,1418,882.5479452,677.7535614,459349.89,0,0,0,1,0,0,0,0,2,894.8055556,25.20833333,1329.604167,776,0,0,0,0,0,0,24,605,48,63821,65535,349,3,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:34:58,172.217.10.36-10.42.0.42-443-43291-6,10.42.0.42,43291,172.217.10.36,443,6,87474354,9,14,3707,2111,1279,0,411.8888889,593.7346723,605,0,150.7857143,229.8136966,66.51092273,0.262934208,3976107,1.38E+07,6.04E+07,13,8.75E+07,1.09E+07,2.20E+07,6.04E+07,59769,8.74E+07,6722501.538,1.78E+07,6.05E+07,13,1,0,0,0,288,448,0.102887299,0.160046909,0,1279,292.375,453.8693369,205997.375,0,1,0,0,1,0,0,0,1,305.0869565,411.8888889,150.7857143,288,0,0,0,0,0,0,9,3707,14,2111,1593,479,5,32,145971.5,6224.660995,150373,141570,4.35E+07,2.39E+07,6.04E+07,2.66E+07,1
11/07/2017 02:34:59,172.217.3.99-10.42.0.42-443-53915-6,172.217.3.99,443,10.42.0.42,53915,6,86298209,1,3,0,31,0,0,0,0,31,0,10.33333333,17.89785834,0.359219506,0.046350904,2.88E+07,4.97E+07,8.62E+07,829,0,0,0,0,0,8.62E+07,4.31E+07,6.09E+07,8.62E+07,829,0,0,0,0,32,96,0.011587726,0.034763178,0,31,6.2,13.86362146,192.2,0,0,0,0,1,1,0,0,3,7.75,0,10.33333333,32,0,0,0,0,0,0,1,0,3,31,362,1775,0,32,123860,0,123860,123860,8.62E+07,0,8.62E+07,8.62E+07,1
11/07/2017 02:35:02,157.240.18.15-10.42.0.42-443-56072-6,10.42.0.42,56072,157.240.18.15,443,6,137925,3,6,2280,545,1398,366,760,557.5912481,514,0,90.83333333,207.6789991,20482.14609,65.25285481,17240.625,24540.11328,64782,8,38049,19024.5,25421.19589,37000,1049,102788,20557.6,29284.70847,64782,8,1,0,0,0,96,192,21.7509516,43.50190321,0,1398,319.1,439.1255072,192831.2111,0,1,0,0,1,0,0,0,2,354.5555556,760,90.83333333,96,0,0,0,0,0,0,3,2280,6,545,1403,169,2,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:35:02,172.217.10.42-10.42.0.42-443-33660-6,10.42.0.42,33660,172.217.10.42,443,6,36946,1,1,0,0,0,0,0,0,0,0,0,0,0,54.13305906,36946,0,36946,36946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,27.06652953,27.06652953,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,3085,362,0,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:35:02,172.217.10.42-10.42.0.42-443-53355-6,10.42.0.42,53355,172.217.10.42,443,6,37002,1,1,0,0,0,0,0,0,0,0,0,0,0,54.05113237,37002,0,37002,37002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,27.02556619,27.02556619,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,2949,362,0,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:35:02,192.44.68.6-10.42.0.42-80-59679-6,10.42.0.42,59679,192.44.68.6,80,6,68569510,15,21,2074,18142,525,0,138.2666667,237.3624313,1448,0,863.9047619,624.4821779,294.8249156,0.525014689,1959128.857,9186189.52,5.40E+07,1,6.86E+07,4897822.143,1.43E+07,5.40E+07,110,6.85E+07,3426055,1.21E+07,5.41E+07,1,1,0,0,0,492,672,0.218756121,0.306258569,0,1448,560.5675676,605.4601345,366581.9745,0,1,0,0,1,0,0,0,1,576.1388889,138.2666667,863.9047619,492,0,0,0,0,0,0,15,2074,21,18142,1550,134,3,32,479963.6667,97604.45642,590234,404655,2.23E+07,2.75E+07,5.40E+07,6283442,1
11/07/2017 02:35:02,157.240.2.20-10.42.0.42-443-39221-6,10.42.0.42,39221,157.240.2.20,443,6,68595341,27,31,7567,21210,1398,0,280.2592593,502.5872747,1398,0,684.1935484,619.089946,419.5182877,0.845538475,1203427.035,7244224.637,5.42E+07,3,6.86E+07,2638282.346,1.07E+07,5.42E+07,5,6.85E+07,2284940.633,9949715.344,5.42E+07,3,0,0,0,0,896,1000,0.393612738,0.451925736,0,1398,487.7457627,596.8627923,356245.1929,0,0,0,1,0,0,0,0,1,496.1551724,280.2592593,684.1935484,896,0,0,0,0,0,0,27,7567,31,21210,65535,190,9,32,340322.3333,194445.2444,564239,214048,2.24E+07,2.75E+07,5.42E+07,6331888,1
11/07/2017 02:35:03,172.217.10.130-10.42.0.42-443-45685-6,10.42.0.42,45685,172.217.10.130,443,6,281295,7,14,3635,13041,1368,0,519.2857143,630.5882741,1418,0,931.5,679.597477,59282.95917,74.65472191,14064.75,44358.99035,196318,3,281295,46882.5,96319.43016,240812,31,237275,18251.92308,54603.52428,196318,3,0,0,0,0,224,448,24.8849073,49.76981461,0,1418,820.1818182,672.4968852,452252.0606,0,0,0,0,1,0,0,0,2,859.2380952,519.2857143,931.5,224,0,0,0,0,0,0,7,3635,14,13041,2000,490,3,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:35:03,172.217.10.130-10.42.0.42-443-37855-6,10.42.0.42,37855,172.217.10.130,443,6,123837,4,4,157,140,81,0,39.25,33.09959718,85,0,35,42.22953153,2398.313913,64.60104815,17691,29796.56701,78217,18,45620,15206.66667,22293.14039,40810,95,86733,28911,48990.53101,85476,18,1,0,0,0,128,128,32.30052408,32.30052408,0,85,42,36.02776707,1298,0,1,0,0,1,0,0,0,1,47.25,39.25,35,128,0,0,0,0,0,0,4,157,4,140,1594,357,2,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:35:03,10.42.0.42-77.234.44.200-41457-80-6,77.234.44.200,80,10.42.0.42,41457,6,6364,1,1,0,0,0,0,0,0,0,0,0,0,0,314.2677561,6364,0,6364,6364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,157.1338781,157.1338781,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,1,1386,0,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:35:03,172.217.10.238-10.42.0.42-443-59871-6,172.217.10.238,443,10.42.0.42,59871,6,43088,1,1,0,0,0,0,0,0,0,0,0,0,0,46.41663572,43088,0,43088,43088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,23.20831786,23.20831786,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,362,1549,0,32,0,0,0,0,0,0,0,0,1
